id,type,exec_time,period,deadline,abs_deadline,energy_cost,comm_latency,arrival_time
359,sporadic,11.7,23.4,36.9,740.4,2.34,1.77,703.5
303,periodic,5.114365603667914,22.0,15.0,719.0,1.25,1.08,704.0
155,periodic,4.177673382932825,15.0,12.0,717.0,1.0,1.33,705.0
321,periodic,11.284576958661642,55.0,35.0,750.0,2.75,0.96,715.0
37,periodic,3.2258205758836014,20.0,15.0,735.0,0.75,0.68,720.0
77,periodic,4.962860050348702,20.0,15.0,735.0,1.25,0.92,720.0
105,periodic,7.92738387138615,30.0,20.0,740.0,2.0,1.48,720.0
156,periodic,4.2393547819158846,15.0,12.0,732.0,1.0,0.55,720.0
228,periodic,9.848343842505797,40.0,28.0,748.0,2.5,1.07,720.0
269,periodic,8.800673486020681,45.0,32.0,752.0,2.25,1.03,720.0
375,aperiodic,2.8,0.0,17.2,738.1,0.42,3.99,720.9
387,aperiodic,13.9,0.0,62.2,783.7,2.08,2.8,721.5
410,aperiodic,7.9,0.0,39.8,763.0999999999999,1.19,0.61,723.3
207,periodic,6.1036774023343,25.0,18.0,743.0,1.5,0.57,725.0
304,periodic,4.994492801047151,22.0,15.0,741.0,1.25,1.25,726.0
411,aperiodic,6.4,0.0,33.4,762.1,0.96,3.49,728.7
157,periodic,3.8497178435337545,15.0,12.0,747.0,1.0,0.42,735.0
251,periodic,7.073354176584439,35.0,25.0,760.0,1.75,0.33,735.0
38,periodic,3.093263199176928,20.0,15.0,755.0,0.75,0.77,740.0
78,periodic,4.772602517520959,20.0,15.0,755.0,1.25,0.57,740.0
305,periodic,4.755832010332803,22.0,15.0,763.0,1.25,0.57,748.0
398,aperiodic,6.1,0.0,21.8,771.0999999999999,0.91,0.99,749.3
358,sporadic,7.8,15.6,35.1,784.9,1.56,1.11,749.8
106,periodic,7.859121834903291,30.0,20.0,770.0,2.0,1.24,750.0
158,periodic,4.168069745122866,15.0,12.0,762.0,1.0,1.36,750.0
177,periodic,12.263542284194829,50.0,36.0,786.0,3.0,0.44,750.0
208,periodic,5.819477959635946,25.0,18.0,768.0,1.5,0.33,750.0
350,sporadic,9.7,19.4,34.4,790.9,1.94,2.14,756.5
39,periodic,3.2487285538443262,20.0,15.0,775.0,0.75,0.85,760.0
79,periodic,4.902851337288473,20.0,15.0,775.0,1.25,1.01,760.0
229,periodic,10.1594882105783,40.0,28.0,788.0,2.5,0.93,760.0
327,sporadic,11.9,23.8,34.6,795.3000000000001,2.38,0.8,760.7
159,periodic,3.94382643389927,15.0,12.0,777.0,1.0,1.04,765.0
270,periodic,9.148755391173172,45.0,32.0,797.0,2.25,0.44,765.0
252,periodic,6.936412153803823,35.0,25.0,795.0,1.75,0.98,770.0
306,periodic,5.115072293177121,22.0,15.0,785.0,1.25,0.67,770.0
322,periodic,11.118450435746116,55.0,35.0,805.0,2.75,0.45,770.0
209,periodic,5.84690552644701,25.0,18.0,793.0,1.5,0.87,775.0
40,periodic,2.8589280998988316,20.0,15.0,795.0,0.75,0.6,780.0
80,periodic,4.8380688395579465,20.0,15.0,795.0,1.25,0.56,780.0
107,periodic,7.973005020403486,30.0,20.0,800.0,2.0,0.81,780.0
160,periodic,3.7927320029993226,15.0,12.0,792.0,1.0,1.42,780.0
307,periodic,5.0489333511994205,22.0,15.0,807.0,1.25,0.87,792.0
161,periodic,4.218763417731978,15.0,12.0,807.0,1.0,1.47,795.0
